7 7 1
6 6 2
6 7 1
5 7 2
7 5 1
7 6 2
8 6 1
9 7 2
9 5 1
6 8 2
10 4 1
11 3 2
8 5 1
6 5 2
11 5 1
10 5 2
8 7 1
8 8 2
8 4 1
8 3 2
9 3 1
9 4 2
12 6 1
8 2 2
13 7 1
