7 7 1
6 6 2
7 6 1
7 5 2
5 7 1
6 7 2
6 8 1
7 9 2
5 9 1
8 6 2
5 8 1
5 6 2
4 10 1
3 11 2
5 10 1
5 11 2
4 9 1
6 10 2
8 8 1
4 12 2
3 13 1
7 8 2
3 8 1
4 5 2
3 4 1
