7 7 1
7 6 2
6 6 1
6 7 2
5 5 1
8 8 2
4 4 1
3 3 2
5 8 1
5 6 2
4 5 1
4 7 2
6 5 1
3 5 2
8 5 1
7 5 2
4 3 1
4 2 2
6 4 1
5 4 2
6 3 1
6 2 2
7 3 1
4 6 2
8 3 1
5 3 2
8 2 1
8 4 2
9 1 1
